problem_idx,generation_accuracy,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tp,selection_tn,selection_fp,selection_fn,feature_thresholds,insufficient_data
29,0.968,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6042961180210114), 'skyworks_scores': np.float64(0.6559551954269409), 'grm_gemma_scores': np.float64(0.5562092512845993), 'grm_llama32_scores': np.float64(0.5514348745346069), 'grm_scores': np.float64(0.47722967714071274), 'qrm_scores': np.float64(0.5819467157125473), 'urm_scores': np.float64(0.5982339680194855), 'offset_bias_scores': np.float64(0.6089087724685669), 'judge_gpt-4o_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5901089608669281), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
30,0.98,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5088484883308411), 'grm_scores': np.float64(0.4992848411202431), 'qrm_scores': np.float64(0.7105126529932022), 'urm_scores': np.float64(0.7149389088153839), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6397803425788879), 'offset_bias_scores': np.float64(0.774183988571167), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.5379091501235962), 'skyworks_scores': np.float64(0.7325851321220398), 'gpm_scores': np.float64(0.4825224280357361), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
31,0.816,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5961538553237915), 'gpm_scores': np.float64(0.7419576942920685), 'offset_bias_scores': np.float64(0.8140863925218582), 'urm_scores': np.float64(0.7146622538566589), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.7580480426549911), 'grm_llama32_scores': np.float64(0.7493150532245636), 'grm_scores': np.float64(0.7249434888362885), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7855603396892548), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7512258291244507), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
32,1.0,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.60318523645401), 'urm_scores': np.float64(0.628716915845871), 'offset_bias_scores': np.float64(0.7810447514057159), 'grm_scores': np.float64(0.2650768682360649), 'skyworks_scores': np.float64(0.5890310704708099), 'internlm_scores': np.float64(0.21260102465748787), 'grm_llama32_scores': np.float64(0.5084476098418236), 'gpm_scores': np.float64(0.7618270814418793), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6866024732589722)}",False
33,0.976,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.44949640333652496), 'gpm_scores': np.float64(0.7024416923522949), 'offset_bias_scores': np.float64(0.8111836314201355), 'qrm_scores': np.float64(0.6201810240745544), 'grm_gemma_scores': np.float64(0.8029588162899017), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7317753881216049), 'urm_scores': np.float64(0.4794873967766762), 'skyworks_scores': np.float64(0.7130576968193054), 'grm_scores': np.float64(0.6101590394973755), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
34,0.968,0,0.0,0.0,0.0,0,0,1,1,"{'qrm_scores': np.float64(0.6991452276706696), 'grm_scores': np.float64(0.5588454306125641), 'internlm_scores': np.float64(0.5816151201725006), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6429628133773804), 'grm_llama32_scores': np.float64(0.6625536978244781), 'offset_bias_scores': np.float64(0.7981177568435669), 'urm_scores': np.float64(0.6797807812690735), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.636188268661499), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.5953687727451324), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
35,0.992,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.427150696516037), 'grm_scores': np.float64(0.48608382046222687), 'offset_bias_scores': np.float64(0.5556461811065674), 'skyworks_scores': np.float64(0.4465706944465637), 'internlm_scores': np.float64(0.15147091075778008), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.44882942736148834), 'grm_llama32_scores': np.float64(0.4681503474712372), 'urm_scores': np.float64(0.34606562554836273), 'gpm_scores': np.float64(0.5202032774686813), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
36,0.908,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6653764247894287), 'gpm_scores': np.float64(0.5517337620258331), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.5386788249015808), 'grm_llama32_scores': np.float64(0.49295952916145325), 'offset_bias_scores': np.float64(0.7466290444135666), 'grm_scores': np.float64(0.518749475479126), 'skyworks_scores': np.float64(0.5651676952838898), 'urm_scores': np.float64(0.617186576128006), 'grm_gemma_scores': np.float64(0.6717524826526642), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
37,1.0,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.5078514218330383), 'grm_scores': np.float64(0.4693881571292877), 'urm_scores': np.float64(0.6126509308815002), 'skyworks_scores': np.float64(0.3867403268814087), 'offset_bias_scores': np.float64(0.5374495387077332), 'grm_gemma_scores': np.float64(0.17578832805156708), 'internlm_scores': np.float64(0.47754861414432526), 'grm_llama32_scores': np.float64(0.613808274269104), 'judge_gpt-4o_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.7137108445167542), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
38,0.856,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.6667554974555969), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.5155001580715179), 'grm_gemma_scores': np.float64(0.7809986174106598), 'gpm_scores': np.float64(0.6770681440830231), 'grm_scores': np.float64(0.6047604978084564), 'urm_scores': np.float64(0.7826563715934753), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7155009210109711), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.8053994178771973), 'offset_bias_scores': np.float64(0.7977538257837296), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
39,0.98,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5475514233112335), 'gpm_scores': np.float64(0.672016054391861), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.6716988384723663), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6388907432556152), 'urm_scores': np.float64(0.6537077128887177), 'grm_llama32_scores': np.float64(0.8077294826507568), 'skyworks_scores': np.float64(0.6580387204885483), 'grm_scores': np.float64(0.5621019005775452), 'offset_bias_scores': np.float64(0.699181854724884), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
40,0.984,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.527006208896637), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.43867839872837067), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.5584119260311127), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.4673113450407982), 'grm_llama32_scores': np.float64(0.4719676226377487), 'gpm_scores': np.float64(0.6029176115989685), 'urm_scores': np.float64(0.46317438781261444), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.658506378531456), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.5569883584976196), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
41,0.996,0,0.0,0.0,0.0,0,0,1,1,"{'qrm_scores': np.float64(0.29061445593833923), 'grm_scores': np.float64(0.5527454167604446), 'urm_scores': np.float64(0.2941721975803375), 'grm_llama32_scores': np.float64(0.5125515013933182), 'skyworks_scores': np.float64(0.6670761406421661), 'offset_bias_scores': np.float64(0.8132427930831909), 'grm_gemma_scores': np.float64(0.6637805104255676), 'internlm_scores': np.float64(0.5826497972011566), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6174626052379608), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
42,1.0,0,0.0,0.0,0.0,0,1,1,0,{},True
43,0.756,1,1.0,1.0,1.0,1,0,0,0,"{'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.7024514973163605), 'offset_bias_scores': np.float64(0.7510095834732056), 'qrm_scores': np.float64(0.8043674230575562), 'internlm_scores': np.float64(0.6372930109500885), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.7182296216487885), 'grm_llama32_scores': np.float64(0.6950203478336334), 'skyworks_scores': np.float64(0.7048245370388031), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7402782738208771), 'grm_gemma_scores': np.float64(0.6227130442857742), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
44,0.932,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.55341637134552), 'gpm_scores': np.float64(0.469930499792099), 'offset_bias_scores': np.float64(0.7174989283084869), 'qrm_scores': np.float64(0.7192356288433075), 'grm_gemma_scores': np.float64(0.6547937244176865), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6438503265380859), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7608765959739685), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.610800564289093), 'skyworks_scores': np.float64(0.6781767904758453), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
45,0.964,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6993856579065323), 'grm_scores': np.float64(0.6012400090694427), 'offset_bias_scores': np.float64(0.7528858482837677), 'grm_gemma_scores': np.float64(0.5553451776504517), 'skyworks_scores': np.float64(0.7166666686534882), 'grm_llama32_scores': np.float64(0.7271077036857605), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.6516372263431549), 'internlm_scores': np.float64(0.5562102347612381), 'gpm_scores': np.float64(0.5544263124465942), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
46,0.976,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.5232345461845398), 'gpm_scores': np.float64(0.5342120230197906), 'offset_bias_scores': np.float64(0.7943865060806274), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6848579049110413), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.5498659312725067), 'skyworks_scores': np.float64(0.6326486170291901), 'urm_scores': np.float64(0.5986494421958923), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.6856968849897385), 'grm_scores': np.float64(0.6466438472270966), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
47,0.824,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.863773912191391), 'internlm_scores': np.float64(0.579719603061676), 'offset_bias_scores': np.float64(0.797736182808876), 'grm_gemma_scores': np.float64(0.8069468140602112), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7802441865205765), 'grm_scores': np.float64(0.7592528462409973), 'urm_scores': np.float64(0.7606171071529388), 'skyworks_scores': np.float64(0.8035714328289032), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6725512444972992), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
48,0.856,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.49269111454486847), 'grm_scores': np.float64(0.5184403359889984), 'offset_bias_scores': np.float64(0.7763640135526657), 'qrm_scores': np.float64(0.6676740050315857), 'urm_scores': np.float64(0.6442528665065765), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.6886184364557266), 'grm_llama32_scores': np.float64(0.609625980257988), 'judge_gpt-4o_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.770334929227829), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7966439723968506), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
49,0.908,1,1.0,1.0,1.0,1,0,0,0,"{'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6424517333507538), 'offset_bias_scores': np.float64(0.6567331552505493), 'qrm_scores': np.float64(0.638137012720108), 'grm_gemma_scores': np.float64(0.6449022889137268), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.5385505557060242), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6414039880037308), 'internlm_scores': np.float64(0.5502311587333679), 'grm_scores': np.float64(0.4326377362012863), 'urm_scores': np.float64(0.5833571255207062), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
50,0.912,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6363268494606018), 'grm_scores': np.float64(0.7145019769668579), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.8015396893024445), 'gpm_scores': np.float64(0.5807938873767853), 'grm_llama32_scores': np.float64(0.7714060693979263), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7753784954547882), 'offset_bias_scores': np.float64(0.8148665130138397), 'skyworks_scores': np.float64(0.7764630019664764), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6944191455841064), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
51,0.896,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.688099279999733), 'grm_scores': np.float64(0.4252905175089836), 'offset_bias_scores': np.float64(0.4771415889263153), 'internlm_scores': np.float64(0.43187902867794037), 'urm_scores': np.float64(0.5568056106567383), 'skyworks_scores': np.float64(0.5481707453727722), 'gpm_scores': np.float64(0.4371833801269531), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7204196900129318), 'qrm_scores': np.float64(0.6605764031410217), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
52,0.992,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.4947134703397751), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.7967504411935806), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7635611295700073), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7042119204998016), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7318014204502106), 'qrm_scores': np.float64(0.7440195381641388), 'grm_scores': np.float64(0.6569205820560455), 'skyworks_scores': np.float64(0.7708333432674408), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6292365789413452), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5)}",False
53,0.996,0,0.0,0.0,0.0,0,0,1,1,"{'qrm_scores': np.float64(0.5572224706411362), 'grm_scores': np.float64(0.332585409283638), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.6834732592105865), 'urm_scores': np.float64(0.41433683037757874), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'offset_bias_scores': np.float64(0.6227805018424988), 'grm_llama32_scores': np.float64(0.5767964422702789), 'grm_gemma_scores': np.float64(0.5359623432159424), 'skyworks_scores': np.float64(0.6519784033298492), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.7275667935609818), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
54,0.756,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.8096117526292801), 'gpm_scores': np.float64(0.42935875058174133), 'grm_scores': np.float64(0.6858451664447784), 'internlm_scores': np.float64(0.5847622156143188), 'grm_gemma_scores': np.float64(0.7012601047754288), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6852459013462067), 'urm_scores': np.float64(0.6949682235717773), 'offset_bias_scores': np.float64(0.7866129726171494), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7763400971889496), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5)}",False
55,0.892,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.7522328794002533), 'grm_scores': np.float64(0.4585883915424347), 'offset_bias_scores': np.float64(0.780072033405304), 'qrm_scores': np.float64(0.799157589673996), 'internlm_scores': np.float64(0.6562923341989517), 'skyworks_scores': np.float64(0.7977430522441864), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6406074166297913), 'urm_scores': np.float64(0.7739557325839996), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.6988304257392883), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
56,0.997,0,0.0,0.0,0.0,0,0,1,1,{},True
57,0.908,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6052451282739639), 'grm_scores': np.float64(0.720896303653717), 'offset_bias_scores': np.float64(0.8223954141139984), 'qrm_scores': np.float64(0.7457617074251175), 'grm_gemma_scores': np.float64(0.733485609292984), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7550154477357864), 'grm_llama32_scores': np.float64(0.6977311372756958), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5268456339836121), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.5953584313392639), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
